GPE,count
Jelgava,4491
Rīga,3855
turks,3511
Francija,1246
Bauska,1197
Krievija,1141
krievs,1071
Austrija,873
Dobele,726
miņa,670
latvietis,668
mācīt,619
Itālija,530
Tukums,513
viss,497
Pēterburga,467
Amerika,462
Roma,418
prūsis,410
Bulgārija,332
Pēterburgs,331
pagasts,279
Turcija,249
Mārds,218
grieķis,187
parisēt,184
Anglija,183
Grobiņa,173
Aizpute,173
Jule,168
Mina,168
Bosnija,155
Talsi,154
Latvija,148
Indija,147
minēt,141
Indijas,140
augusts,136
Konstantinopole,134
Krima,133
Vienu,131
April,131
vieta,128
franči,125
polis,123
Ēģipte,122
Liepaja,120
Beļģija,106
Rundāle,104
Odesa,102
Maskava,96
Jaunpils,91
visa,90
Bārbele,89
krievs valsts,88
Austrālija,87
Leipciga,86
Priekule,86
Odess,85
Baldone,84
igaunis,82
Asija,82
Durbe,81
Igaunija,78
saMas,75
Talsu,75
Džūkste,73
Bauska apriņķis,73
Persija,70
Ventspils,69
Jurģi,69
Matkule,69
kur,62
Cēsis,60
kars,60
kurzemnieks,60
barons,58
Rundāle pagasts,58
anglis,56
Dundaga,55
augt,55
Japāna,54
es,53
Zerbija,51
Prūsija,51
Zkrunda pagasts,50
Orenburga,50
Rīga pilsēta,50
Grieķija,49
Kuldīga,49
vienreiz,48
viens,47
pilsēta,47
Jelgava pilsēta,47
Gaiķi,46
arvienu,46
Kuldiga,44
Mešamuiža pagasts,44
Ungārija,43
jūds,43
Blīdene,42
februāris,42
Tukumu,42
turks zeme,41
Vienigs,41
Baltija,40
Piltene,39
Hamburga,39
palangēties,39
Dinaburgs,38
Berlīne,38
priekš,37
Leiša,37
tatārs,36
Varšava,36
pirmais,36
Engure,35
Kabile,35
Zpānija,35
Madride,34
Maina,34
Vāczeme,34
turks valsts,34
Stende,33
Leišs,32
Ilūkste,31
Dānija,31
Polocka,31
Emburga,29
Malta,28
tirgus,28
Mai,28
aizupe,28
Kabuls,28
oktobris,28
Ķīna,28
pils,27
pie,26
vispirms,26
Bordo,26
Zosija,25
Kriems,25
Kalnamuiža pagasts,25
Ceraukste,25
ērģeles,25
baks,25
vāci,25
Rīga apriņķis,24
kaunēties,24
Nereta,24
vecs,24
Maskama,23
Portugāle,23
Renda,23
Bukareste,23
Bārta,23
aizupe pagasts,23
Molgunte pagasts,22
Vircava,22
Grendšs pagasts,22
turks kars,22
dzimt,22
Remte,21
Kriemijs,21
Tukums apriņķis,21
Kijeva,21
Auce,21
Palangs,21
vīns,21
Eiropa,21
Kandava,21
vidzemnieks,21
Apriķi,21
caur,20
guberņa,20
vakar,20
Talsu apriņķis,20
pērn,20
Kalkūne,20
palikt,20
Dobele apriņķis,20
dona,19
Turki,19
tu,19
Albānija,19
Minska,19
Ūsiņa pagasts,19
Ugāle,19
Augsburga,19
Bramberģu pagasts,19
Bauska pilsēta,19
Riga,19
Jelgava apriņķis,19
Olaine,19
kopt,19
mirt,18
Mešotne pagasts,18
Platone,18
Ceraukste pagasts,18
Jelgavnieks,18
Mešamuiža,18
Grobiņa pilsēta,18
Ēdole,18
Kauņa,18
Kabile pagasts,18
Nīca,17
Kuldiga apriņķis,17
Lielupis,17
Vāne,17
Zeptembris,17
Jaunjelgava,17
Bukaiši,17
Meklenburga,17
kurss,16
dienvidi,16
Bukaiši pagasts,16
Penkule pagasts,16
Gulbene,16
Pope,16
Kopenhāgena,15
Limadija,15
Belgrada,15
Hamburgs,15
Bauska apgabals,15
Belgrads,15
Kursišs,15
Kriemija,15
Zalaspile,15
iv,15
jūlijs,15
Kaukasija,14
mācīt zeme,14
Mācija,14
bikstīt,14
Osolmuiža pagasts,14
Jelgava pils,14
Koknese,14
decembris,14
vēl,13
Grobiņa apriņķis,13
zemgalietis,13
Aizpute apriņķis,13
Magone,13
Madliena,13
Rundāle pag.,13
Pūre,13
Kuldigs,13
Oldenburga,13
Code,13
Perma,13
Odessa,13
Viļņa,13
Cēsis apriņķis,12
holandietis,12
Elkšņi,12
Amsterdama,12
indietis,12
Rumenija,12
katolis,12
Eņģlante,12
visa Eiropa,12
Ķelne,12
Gramsda,12
dānis,12
Holande,12
Bauska apr.,12
Džūkste pagasts,11
apriņķis,11
Armēnija,11
Matkule pagasts,11
Madridi,11
Klaipēds,11
Mircama pagasts,11
Aizkraukle,11
Mecumuiža pagasts,11
Lestene pagasts,11
Vācija,11
mērot,11
k. pagasts,11
Klaipēda,11
Jaunmoks pagasts,11
Tume,11
Marija,11
Ērgļi,11
Šauļs,11
Prāga,11
Bēne,11
Nomembris,11
Milāna,11
Abgulde pagasts,11
pa,11
Ģloka,11
Kuba sala,11
Kauceminde pagasts,11
Februar,11
Jaunpils pagasts,11
Rauna,10
Krimulda,10
Biksti,10
ebrejs,10
Dikļi,10
Lutriņu pagasts,10
Kalēti,10
Eleja,10
līgo,10
Dignāja pagasts,10
Ogleija pagasts,10
Kursišs pagasts,10
Vīne,10
mainīt,10
Bauska ceļš,10
Madona,10
Karsa,10
vasara,10
Kabula,10
Naudite pagasts,10
Cerkste pagasts,10
Dalbe,10
igaunis zeme,10
Maldišana,10
Staļģene,9
Dobele pagasts,9
prūsis valsts,9
kumbrs pagasts,9
Ropp,9
striķis,9
Pomuša pagasts,9
Zaļāsmuiža pagasts,9
Grobina,9
polis zeme,9
Kalnciems,9
Bauska pagasts,9
Erseruma,9
Zaldus pagasts,9
Berķene pagasts,9
Aurumuiža pagasts,9
Code pagasts,9
Berlīnis,9
visa pagasts,9
Krima sala,9
Madagaskara,9
Mīne,9
Ādaži,9
mītiņš pagasts,9
Rende,9
Vircava pagasts,8
pote,8
Stelpe,8
Ladoga,8
Brisele,8
Pank,8
Rumenijs,8
Jaun-Platone pagasts,8
Maršama,8
indiete,8
Jēkabmuiža pagasts,8
tūre,8
līga,8
Jelgava apgabals,8
Kalnciems pag.,8
Ņujorka,8
Dzērbene,8
Liepajs,8
23. oktobris,8
Tomska,8
kuģinieks,8
Malta sala,8
vairs,8
Meksika,8
Ribga,8
Dobele apgabals,8
Kuba,8
Palangu,8
krievs zeme,8
Dundaga pagasts,8
Donama,8
Māciešs,8
Konstantinopeli,8
Alabama,8
rudzi,8
Liel-Vircava pagasts,8
armija,7
Lestene,7
Džūkste pag.,7
aloja,7
Cenesmuiža pagasts,7
Piltene apriņķis,7
Bārbele pagasts,7
Pēterupe,7
Valka,7
Bērsmuiža pagasts,7
Vitebska,7
Jelgava latv.,7
romietis,7
Taškenta,7
dobe pagasts,7
Valtaiķi,7
Umurga,7
Māczeme,7
pulksten,7
Tirole,7
Bēne pagasts,7
Ērberģe,7
Volga,7
Pērkone pagasts,7
visai,7
pieminēt,7
Berlepš,7
Zante,7
Āsrika,7
Roma pilsēta,7
jūnijs,7
Mālpils,6
Orkanija,6
Durbe pilsēta,6
tauta,6
Rīgas-Jelgava,6
Maķedonija,6
Penkuls pagasts,6
Malmiera apriņķis,6
Kroņa-Mircama pagasts,6
Degāle pagasts,6
Roma valsts,6
Lipstamuiža pagasts,6
Rucava,6
30. augusts,6
Zauka pagasts,6
Varna,6
pieci,6
Dignāja,6
Vec-Auce pagasts,6
Meyer,6
Pilsmuiža pagasts,6
Remte pagasts,6
turpat,6
Greiersdorse pagasts,6
27. Mai,6
Mēmele,6
Kr,6
persietis,6
Kalnciems pagasts,6
Iecava,6
Padure,6
Abguldne pagasts,6
Kalēti pagasts,6
Taurkalne,6
Zemite pagasts,6
Nītaure,6
Jelgava apr.,6
napoleons,6
maurs,6
Mecaks,6
Aizpute pilsēta,6
Kanāda,6
Pētertāle pagasts,6
Kīna,6
Keisars,6
Placs,6
Vilce pagasts,6
Todaiša pagasts,6
Ķemeri,6
Penkule,5
Ogleija,5
Rīga latvietis,5
a. pagasts,5
Mošeiks,5
29. April,5
Tukums pilsēta,5
Bulgārija valsts,5
dubults,5
Audzumuiža pagasts,5
ķīnietis,5
Zkrunda,5
kūrs,5
7. augusts,5
31. augusts,5
Kamčatka,5
Rusčuka,5
Elleja pagasts,5
4. augusts,5
Zerbiešs,5
Rasgrada,5
klaidonis pagasts,5
Līmes-Bērse pagasts,5
Tērpats,5
Merc,5
vidus,5
Bilbao,5
Jaunjelgama apriņķis,5
Ruba,5
Arabija,5
Strutele pagasts,5
Kalē,5
Āne pagasts,5
Holandi,5
Mairak,5
Zkoda,5
Lēdurga,5
Rīga guberņa,5
valkans,5
Briešumuiža pagasts,5
Gramsda pagasts,5
13. April,5
majors,5
Mentspils,5
Mangaļmuiža pagasts,5
Kumbre pagasts,5
Milce pagasts,5
Nereta pagasts,5
Visss,5
Tērpata,5
Berline,5
Ģkrunda pagasts,5
Daugama,5
21. augusts,5
Valdiba,5
Ūsingen pagasts,5
Zmiedrija,5
Pormsāte pagasts,5
Naudiša pagasts,5
15. Mai,5
1. augusts,5
malks,5
Damaska,5
Zalda,5
Bauska latv.,5
mēroties,5
Poltava,5
Jaunjelgavu,5
Šipka,5
pasaule,5
Asrika,5
Astrakana,5
Rucama pagasts,5
Leipciga pilsēta,5
reņģe pagasts,5
Valmiera,5
Ilūkste apr.,5
Bādene,5
Priekš-Jndija,4
karš,4
visa valsts,4
Triadiba,4
Grenči,4
meija,4
Ķeisara,4
25. Jule,4
Kandija sala,4
Moss,4
Šķibe pagasts,4
Juni,4
Mēstule,4
Galaca,4
Kalnamuiža,4
Kurmene,4
Grobiņa apr.,4
Tirnova,4
Kīva,4
reņģe,4
Vērgale,4
9. augusts,4
šmeicis,4
Volgunte pagasts,4
21. Jule,4
Kretinga,4
Zimbirska,4
Strautiņi,4
21. Mai,4
Bezarabija,4
Kuldiga apgabals,4
Filadelsija,4
Stabesmuiža,4
Liel-Essere pagasts,4
Grobines pilsēta,4
franči valsts,4
viss turks,4
Zalgale pagasts,4
austrietis,4
mācīt valsts,4
Iecamas pagasts,4
Balgale,4
Donava,4
Mecmoks pagasts,4
Zloka,4
pulka,4
b. pagasts,4
3. Mai,4
Kolombo,4
sala,4
Kreta sala,4
Tukums apr.,4
Prāgs,4
pulks,4
Jlukste,4
uzņemt,4
Struttele pagasts,4
Zibirija,4
mērs,4
12. Mai,4
Pastende,4
Kukšu,4
28. April,4
Mentspili,4
Ikšķile,4
Grendšs,4
Bābele,4
Straupe,4
mare,4
Aprilis,4
Striķes pagasts,4
Talsu apgabals,4
Kurmāle pagasts,4
Liel-Iecame pagasts,4
grieķis zeme,4
Plepjumuiža pagasts,4
Parise,4
Birma,4
Vārme,4
1. Mai,4
Kīniešs,4
Zaksija,4
Ercogumuiža pagasts,4
Lipaiķs,4
Rosa,4
Grobiņa pagasts,4
Karlists,4
Demene,4
lauma,4
malt,4
28. augusts,4
Aleksandrija,4
Jaunpili,4
Rīga tirgus,4
Līmesmuiža pagasts,4
Zemastopolis,4
Liel-Platone pagasts,4
Bauska pag.,4
grieķis valsts,4
Emburga pagasts,4
Krie-Mijs,4
Goldingen,4
10. April,4
Bordo pilsēta,4
Kroņa-Vircava pagasts,4
Nikopoli,4
Mec-Platone pagasts,4
aizputniekāt,4
Vadakste,4
bosnietis,4
Zkrunde pagasts,4
22. Mai,4
Irlava,4
Kolorado,4
notikt,4
Brandenburga,4
pers,4
Jhle pagasts,4
Elkšņi muiža pagasts,4
pirkt,4
Jaun-Ģmirlauka pagasts,4
Rib,4
Pampāļu,4
kronis,4
Kaučumuiža pagasts,3
policija,3
Mecmuiža pagasts,3
Barcelona,3
Ventspils apriņķis,3
Vidina,3
17. Mai,3
Krievija Turcija,3
Viskalmuiža pagasts,3
rīt,3
Francija valsts,3
latviete,3
Stokholma,3
Grīnbe pilsēta,3
Ziemeļ Amerika,3
kurds,3
Liel-Abgulde pagasts,3
Tambova,3
Tume pagasts,3
Deli,3
rakt,3
Rumelija,3
Grobiņa šoseja,3
turks Maldišana,3
Liel-Eseres-reņģs pagasts,3
Jlse pagasts,3
Asere pagasts,3
Nīcgaliešs,3
Šķēde,3
Priekules-Asite pagasts,3
Platone pagasts,3
Daka,3
Kubana,3
Dole,3
Cābele pagasts,3
Ilūkste apriņķis,3
Nov,3
Hamburga pilsēta,3
Kijema,3
Tauroģene,3
Viļņa pilsēta,3
Liel-Iecamas pagasts,3
Zuperdente pagasts,3
Vida,3
18. oktobris,3
kanclers pagasts,3
Tauerkalne pagasts,3
Pērnava,3
Augškurzeme,3
Jrlama pagasts,3
Code muiža,3
Bajasida,3
Vaiņode,3
Kaucminde,3
Adrianopele,3
8. augusts,3
17. April,3
Bairija,3
Pormsāta pagasts,3
Uc,3
Rēvele,3
Zimnics,3
dome,3
Ceraukste Remel-Ģkripsts,3
Tula,3
Iemalds,3
Ķuldiga,3
Japāna valsts,3
Brukne pagasts,3
salds,3
pirmdien,3
Kaulitce pagasts,3
Jelgva,3
18. Mai,3
4. Jule,3
Meks,3
Blomiņtona,3
Baldone pagasts,3
Bukarests,3
Janmar,3
latvis,3
Kaulice pagasts,3
šovasar,3
Zaldus apriņķis,3
Oktobers,3
Līmesbērse pagasts,3
aizmiķāt pagasts,3
Pulkst,3
Landzes,3
kauns,3
Dalmacija,3
Marseļa,3
ala,3
21. Jelgava,3
Lutriņiem,3
Guano,3
30. Mai,3
Keisarisks,3
Lutriņu,3
Kuldīga apriņķis,3
Kaulitcs pagasts,3
Staļģene pagasts,3
maijs,3
Ziemeļ,3
La,3
Bunka,3
Carnikava pagasts,3
Venta,3
19. April,3
10. Jule,3
Cīrama,3
Andeles,3
Rīga Baltija,3
Mara,3
pie pagasts,3
Aizputte,3
Raņķi,3
Krūškalne pagasts,3
Bērstele,3
Kalmene pagasts,3
Biļumuiža pagasts,3
Pļerona,3
23. Jule,3
Aidzirre pagasts,3
brants,3
Kandama,3
gaidīt,3
Jūrmala,3
Matkule pag.,3
Zauka,3
Turkija,3
Lielvārde,3
Latv,3
Vilce,3
Mosel,3
Durbe apgabals,3
Narva,3
6. Mai,3
Ķīna valsts,3
Krēta sala,3
Kurzeme,3
Edinburga,3
Nīgrande,3
Fricis,3
Numbumuiža pagasts,3
Amotniek,3
TN,3
11. augusts,3
23. April,3
Nereta pag.,3
kalns,3
dienvidi Amerika,3
Zlampe pagasts,3
Kerča,3
18. augusts,3
viens pagasts,3
Ģpanija,3
29. Mai,3
Lašupe pagasts,3
1. Jule,3
3. Jule,3
Bauska jeb,3
Kīna valsts,3
13. augusts,3
bostons,3
Enģlante,3
Grenči pagasts,3
Nirnberga,3
Eleija pagasts,3
Blankenzelte pagasts,3
malka apriņķis,3
Gota,3
Gambija,3
Firksa-Pedmāle pagasts,3
burtnieks,3
Platša,3
šis,3
portugālis,3
Zilistrija,3
Bauska pilsmuiža pagasts,3
Betleme,3
Burga,3
Bauska mācīt,3
15. augusts,3
8. Mai,3
28. Mercis,3
atkal,3
Ribinska,3
Diš-Gramsda pagasts,3
Jelgava pilsēta muiža,3
23. Mai,3
Zesava pagasts,3
Pols,3
Derbi,3
brusa,3
Carnikava,3
pilsētnieks,3
Angliešs,3
Bock,3
Zlēku,3
2. Mai,3
Celgava,3
Rostoka,3
Vilande,3
24. Jule,3
Būriņš,3
Mebsite pagasts,3
Stanlijs,3
Austrija valsts,3
Meccs,3
Lībeka,3
Ošeleija pagasts,3
Biršumuiža pagasts,3
eiropietis,3
Jrmlama pagasts,3
republika,3
Magdeburga,3
Lielaja,3
Fiskalmuiža pagasts,3
Lielupe,3
Zālite,3
Ukraina,3
Taganroga,3
Ogre,3
Minska guberņa,3
Omska,3
Kemele pagasts,3
Vabne pagasts,3
baks pilsēta,3
Ēdole pagasts,3
Bostona,3
karsēt,3
Pleskava,3
Ērģeme,3
Jāņus,3
29. augusts,3
Jelgalva,3
Lueļvedrga,2
Karlsrūe,2
Misa,2
Udze pagasts,2
iesākt,2
Indianiešs,2
Abesinija,2
Jan,2
Rucama,2
bikstīt pagasts,2
Ziberija,2
Audruma pagasts,2
Mēdumuiža pagasts,2
4. Mai,2
Rīga ceļš,2
19. Mai,2
malka pagasts,2
turks Acija,2
Meka,2
Zultāns,2
Vienu turks,2
Krišjāns,2
Aleksinaca,2
Zmešs valsts,2
23. augusts,2
Vec-Platone pagasts,2
Jaun-Auce pagasts,2
franči zeme,2
striķis pag.,2
Mētrasmuiža pagasts,2
Kersona,2
Jēkabmuiža,2
29. decembris,2
Brails,2
Māresmuiža pagasts,2
Priekš-Asijs,2
Uganda,2
Zmecdrija,2
Labrenčs,2
Mairāk,2
Vents,2
9. Mai,2
Durbe pag.,2
Mostara,2
Karkova,2
Zaldus,2
Edinburgs,2
Zeptbr,2
Mina Curretvis,2
Murats,2
Stelpesmuiža pagasts,2
Ķeisars,2
Krisburga,2
Danciga,2
Dondanga pagasts,2
2. augusts,2
mīna,2
24. Mai,2
vest,2
14. Mercis,2
pirts,2
6. oktobris,2
Asija Turcija,2
14. augusts,2
osta,2
Mec-Ģauka pagasts,2
Priekule dzelsceļa-stancija,2
Helgoland sala,2
Eleja pagasts,2
Strassburga,2
lai,2
dzīres,2
3. April,2
turks Zultāns,2
nest,2
Karpata,2
Flanders,2
Brambergs pagasts,2
Dole pagasts,2
Podolija,2
Indriķis,2
kronis pagasts,2
Cēsis pilsēta,2
Drustu,2
Altaja,2
dienMiš,2
kuģis,2
Demotika,2
Krie-Mija,2
Ječs,2
Ģibirija,2
visai Eiropa,2
Ziemeļ-Amerika,2
eskimoss,2
Plieņs pagasts,2
Havana,2
Kalkuts,2
Mircama,2
Komna,2
dava,2
